BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,STATE,EVENT_TYPE,CZ_NAME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,TOR_F_SCALE,MAGNITUDE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY,FLOOD_CAUSE,MONTH_NAME
201003,23,1200,Illinois,Winter Storm,DOWNTOWN,40.3936,-90.5856,40.3034,-90.6725,,8.4,0,1,155K,,March
201506,17,0611,Georgia,Hail,PLAINS,32.5435,-83.1775,32.2766,-83.1354,,0.76,0,0,29K,,June
201712,21,0207,Wyoming,Winter Storm,MOUNTAIN,41.6395,-110.5965,41.6746,-110.6774,,9.9,0,0,40K,,December
201206,20,1821,Tennessee,Hail,MOUNTAIN,35.259,-86.4333,35.2463,-86.326,,0.68,0,0,147K,,June
201609,17,1738,Arkansas,Hail,SOUTHERN,36.0851,-93.9547,35.9241,-93.9137,,1.0,0,0,140K,,September
201102,12,0431,Wyoming,Winter Storm,SOUTHERN,41.4044,-109.0667,41.1139,-109.1247,,15.9,0,0,206K,,February
201405,20,1730,Oklahoma,Thunderstorm Wind,COASTAL,35.0353,-98.1876,34.9467,-98.0808,,76.0,0,0,1K,,May
201908,24,0813,Alabama,Hurricane,BASIN,30.2718,-87.9512,30.3529,-88.2413,,78.1,0,0,1.9M,,August
202007,20,1632,Massachusetts,Thunderstorm Wind,CREEK,42.4459,-72.5519,42.4825,-72.61,,37.7,0,0,36K,,July
201903,23,1621,Colorado,Flash Flood,COASTAL,39.1079,-103.5288,38.7068,-103.503,,3.3,2,2,39K,Heavy Rain,March
201604,12,1612,Michigan,Flash Flood,CREEK,42.5119,-85.1418,42.5383,-85.3071,,1.7,0,0,18K,Heavy Rain,April
202407,19,1255,North Dakota,Flash Flood,BASIN,47.8619,-103.8596,48.1468,-103.3517,,2.8,0,0,74K,Dam / Levee Break,July
201610,16,0614,North Carolina,Hurricane,EASTERN,35.3607,-83.039,35.7107,-82.9057,,90.4,1,1,7.1M,,October
201811,22,1004,Maine,Winter Storm,METRO,47.0867,-68.7309,46.9594,-68.4319,,4.6,0,0,19K,,November
202212,19,0520,Nebraska,Winter Storm,BASIN,40.8645,-95.8327,41.0012,-95.9631,,4.9,0,0,161K,,December
202107,4,1605,Oklahoma,Thunderstorm Wind,CREEK,35.5845,-98.695,35.836,-98.7593,,56.9,1,1,21K,,July
202002,28,1712,Oregon,Winter Storm,CENTRAL,42.4796,-116.7322,42.4865,-116.6321,,7.6,0,0,313K,,February
201108,13,0711,Georgia,Thunderstorm Wind,MOUNTAIN,33.7748,-85.4974,33.8043,-85.3799,,66.2,0,0,18K,,August
201803,9,1404,North Dakota,Winter Storm,RIVER,46.5496,-100.5645,46.4344,-100.7802,,14.2,0,0,33K,,March
202201,27,1145,Nebraska,Flash Flood,PLAINS,41.3867,-103.1397,41.3208,-103.3078,,7.8,0,2,29K,Heavy Rain,January
201105,16,1740,Kansas,Hail,HILL,38.4907,-100.1709,38.5739,-100.4948,,1.03,0,0,20K,,May
201110,20,0859,Florida,Hurricane,VALLEY,28.1981,-81.4647,27.9565,-81.5672,,102.8,0,0,11.3M,,October
201205,24,1745,Illinois,Tornado,RIDGE,42.1578,-87.5793,42.2828,-87.5282,EF0,0.0,1,6,3K,,May
201205,16,0405,Kansas,Hail,RIDGE,38.1676,-98.9878,38.3711,-99.0617,,0.7,0,0,9K,,May
201806,6,0048,Pennsylvania,Flash Flood,HILL,40.3399,-77.4237,40.3948,-77.1223,,3.6,0,0,81K,Heavy Rain,June
201202,26,1338,Nebraska,Flash Flood,METRO,42.7684,-95.4428,42.6376,-95.4198,,2.0,0,0,26K,Heavy Rain,February
201904,2,0700,Oklahoma,Hail,NORTHERN,34.7654,-94.8416,34.8906,-94.5757,,2.04,0,0,53K,,April
201704,16,1525,Georgia,Wildfire,RIDGE,34.3727,-83.2066,34.4574,-82.9182,,2747.0,0,0,426K,,April
201612,25,0533,Indiana,Winter Storm,DOWNTOWN,40.5508,-85.301,40.4966,-85.1886,,15.0,0,0,25K,,December
201205,18,1202,South Carolina,Thunderstorm Wind,MOUNTAIN,34.4944,-82.8729,34.3453,-82.704,,49.0,0,0,8K,,May
201111,29,2319,North Carolina,Hurricane,EASTERN,34.4956,-78.5491,34.6206,-78.5219,,158.9,0,0,3.8M,,November
202010,29,0523,Pennsylvania,Thunderstorm Wind,NORTHERN,42.2756,-74.971,42.3724,-75.1266,,71.6,0,0,5K,,October
201505,5,1324,North Carolina,Thunderstorm Wind,CENTRAL,35.6058,-83.7033,35.6597,-83.5926,,61.0,0,0,7K,,May
201507,25,0148,Tennessee,Wildfire,DOWNTOWN,36.5533,-82.8032,36.4888,-83.0438,,2975.0,0,0,1.8M,,July
201103,22,1522,Kansas,Thunderstorm Wind,EASTERN,39.3379,-97.542,39.1744,-97.7468,,73.9,0,0,8K,,March
201606,5,0322,California,Wildfire,RIVER,35.6244,-123.4514,35.777,-123.3194,,5426.0,0,0,2.7M,,June
202311,18,1443,Mississippi,Tornado,RIVER,34.2448,-88.5905,34.1532,-88.4325,EF3,0.0,0,0,4.5M,,November
201604,16,1241,Maryland,Winter Storm,CREEK,39.4316,-79.4416,39.7213,-79.426,,6.5,0,0,38K,,April
201903,5,1652,North Dakota,Thunderstorm Wind,PLAINS,47.7126,-97.8575,47.8387,-97.8196,,39.7,0,0,4K,,March
201507,30,1913,South Carolina,Thunderstorm Wind,VALLEY,33.583,-79.1265,33.4486,-79.109,,50.4,0,0,9K,,July
201906,1,1339,South Dakota,Thunderstorm Wind,MOUNTAIN,43.4076,-98.9112,43.4339,-98.9417,,57.2,0,0,20K,,June
202204,11,2027,Arkansas,Thunderstorm Wind,WESTERN,34.9552,-90.2584,34.9131,-90.124,,61.2,0,0,100K,,April
201305,4,1849,Kansas,Tornado,BASIN,37.1101,-96.2734,37.1667,-96.2372,EF0,0.0,0,0,5K,,May
201904,21,1926,Oklahoma,Hail,METRO,36.1931,-101.3945,36.1272,-101.3883,,0.68,0,0,5K,,April
201407,24,1725,Wisconsin,Flash Flood,PARK,44.3928,-88.5989,44.4875,-88.4175,,4.2,1,1,42K,Heavy Rain,July
201607,7,2020,Texas,Thunderstorm Wind,SOUTHERN,33.8366,-105.4599,33.7593,-105.442,,75.0,0,0,4K,,July
201305,4,2248,Iowa,Flash Flood,METRO,42.7405,-96.1942,42.5098,-96.3548,,2.9,0,1,143K,Heavy Rain,May
201706,23,1152,Washington,Wildfire,MOUNTAIN,47.4193,-117.8616,47.2958,-117.9941,,4563.0,0,0,1.4M,,June
201606,18,1509,Missouri,Tornado,CREEK,36.968,-89.3304,37.0313,-89.4284,EF0,0.0,0,0,15K,,June
201309,29,0327,Washington,Wildfire,RIVER,45.9226,-123.8274,45.9433,-123.5189,,12074.0,0,0,7.9M,,September
201307,14,1145,South Dakota,Flash Flood,BASIN,43.8187,-99.8384,43.8404,-99.6384,,2.2,0,0,81K,Planned Dam Release,July
202004,4,1144,Oklahoma,Flash Flood,VALLEY,34.5955,-101.0147,34.6795,-101.0004,,9.0,0,0,49K,Heavy Rain / Burn Area,April
202003,6,1544,Florida,Thunderstorm Wind,PARK,26.5835,-84.494,26.7318,-84.538,,52.4,0,0,11K,,March
201208,9,1320,Alabama,Thunderstorm Wind,GROVE,34.4865,-88.1078,34.6135,-88.1797,,54.9,0,0,11K,,August
202108,7,0852,Louisiana,Hurricane,EASTERN,29.2225,-89.5547,29.1164,-89.5769,,77.9,1,3,2.5M,,August
202108,15,1638,South Carolina,Flash Flood,BASIN,34.9762,-79.6348,35.1547,-79.426,,1.7,0,0,146K,Heavy Rain,August
201606,24,0145,North Carolina,Thunderstorm Wind,HIGHLAND,35.338,-80.5757,35.3131,-80.5378,,49.4,0,0,44K,,June
201511,11,1825,Virginia,Hail,CENTRAL,39.2351,-78.2861,39.2561,-78.1728,,1.02,0,0,26K,,November
201811,21,1454,Virginia,Thunderstorm Wind,SOUTHERN,38.322,-76.6942,38.5513,-76.7673,,87.9,0,0,8K,,November
201101,26,1716,Tennessee,Tornado,COASTAL,36.4412,-89.092,36.5964,-89.0434,EF3,0.0,0,0,22.2M,,January
201605,11,0058,New Jersey,Flash Flood,WESTERN,41.1107,-74.7851,41.0028,-74.88,,5.7,0,1,232K,Heavy Rain,May
202110,30,1436,Florida,Hurricane,METRO,30.2144,-81.5241,30.0772,-81.5305,,70.7,0,0,2.9M,,October
201306,15,2249,Georgia,Thunderstorm Wind,VALLEY,30.891,-85.5128,30.961,-85.361,,83.2,0,0,30K,,June
201908,23,1401,Kentucky,Thunderstorm Wind,DOWNTOWN,36.6334,-83.7047,36.7204,-83.4274,,73.9,0,0,13K,,August
201508,6,2225,Oklahoma,Thunderstorm Wind,MOUNTAIN,36.5589,-98.5911,36.3693,-98.2775,,67.8,0,0,10K,,August
201208,5,1506,Hawaii,Hurricane,RIVER,20.627,-156.0399,20.8416,-156.1051,,77.9,0,0,2.3M,,August
201306,16,0328,Arizona,Wildfire,DOWNTOWN,35.0802,-112.8993,35.0619,-113.0931,,1856.0,0,0,2.5M,,June
201312,22,0346,Ohio,Winter Storm,METRO,40.7254,-83.038,40.5852,-83.123,,6.7,1,1,70K,,December
202108,13,2203,Oklahoma,Thunderstorm Wind,HILL,34.6861,-101.3232,34.6763,-101.2863,,55.6,0,0,8K,,August
202403,9,1600,Missouri,Tornado,WESTERN,37.6701,-91.0496,37.9204,-91.1063,EF3,0.0,1,15,11.2M,,March
202304,14,1530,Massachusetts,Winter Storm,METRO,41.3795,-70.1505,41.2972,-70.3862,,8.4,0,0,65K,,April
201908,13,0509,South Dakota,Thunderstorm Wind,COASTAL,44.1157,-100.7319,43.9795,-100.6038,,73.2,0,0,22K,,August
201403,9,1802,Michigan,Tornado,EASTERN,44.732,-83.9101,45.0264,-83.7837,EF0,0.0,0,0,7K,,March
201704,20,1733,Texas,Flash Flood,PARK,32.8782,-97.1671,32.5189,-96.8706,,2.5,0,0,74K,Heavy Rain,April
201809,28,1204,Illinois,Hail,RIVER,40.7199,-88.1957,40.9151,-88.3294,,0.56,0,0,5K,,September
202207,2,1533,Texas,Thunderstorm Wind,LAKE,34.1911,-95.4651,34.2024,-95.3528,,50.2,0,0,5K,,July
202304,7,1357,New Hampshire,Winter Storm,VALLEY,42.9854,-72.555,43.1816,-72.6837,,5.2,0,0,42K,,April
201712,28,0349,Colorado,Winter Storm,COASTAL,39.6571,-105.9754,39.6452,-105.8636,,6.9,0,0,46K,,December
201803,29,2225,Minnesota,Hail,VALLEY,47.9742,-95.7257,48.0509,-95.9767,,0.62,0,0,39K,,March
201209,21,1105,Kentucky,Flash Flood,BASIN,38.0858,-86.0618,38.2854,-85.9418,,1.8,0,0,45K,Dam / Levee Break,September
201306,14,1219,North Carolina,Hail,RIDGE,36.004,-81.432,35.843,-81.2165,,0.27,0,0,14K,,June
202305,6,1023,Missouri,Flash Flood,VALLEY,39.8737,-90.1631,39.7571,-90.0936,,2.7,0,0,575K,Ice Jam,May
202106,7,2140,Illinois,Flash Flood,MOUNTAIN,40.9747,-88.3357,40.918,-88.4711,,1.4,0,0,33K,Heavy Rain,June
202305,21,0957,Illinois,Tornado,BASIN,40.6529,-90.256,40.8429,-90.2149,EF2,0.0,0,0,664K,,May
201605,19,0906,Mississippi,Tornado,MOUNTAIN,30.3104,-90.1209,30.4857,-90.1248,EF0,0.0,0,0,7K,,May
201507,13,1405,Missouri,Flash Flood,HILL,38.1224,-93.7427,38.0474,-93.6949,,2.7,0,0,99K,Heavy Rain,July
201505,30,2133,Rhode Island,Winter Storm,PLAINS,41.2713,-71.4479,41.4433,-71.672,,6.2,0,0,21K,,May
202106,4,1437,Wisconsin,Flash Flood,SOUTHERN,42.945,-88.0659,43.2913,-88.0003,,3.6,0,0,187K,Ice Jam,June
201705,9,1347,Oklahoma,Tornado,BASIN,36.7803,-97.8123,36.9606,-97.7417,EF0,0.0,0,0,9K,,May
201305,27,1747,Wisconsin,Tornado,MOUNTAIN,44.6418,-88.144,44.8573,-88.0568,EF0,0.0,0,0,12K,,May
202007,23,0707,Colorado,Tornado,PLAINS,37.1198,-106.7771,37.2782,-106.8173,EF3,0.0,0,0,22.2M,,July
202208,13,0726,North Carolina,Hurricane,GROVE,34.4225,-77.2825,34.6057,-77.2215,,65.6,0,0,1.5M,,August
201307,7,1711,Georgia,Thunderstorm Wind,METRO,30.9018,-82.8891,30.8685,-82.8188,,68.9,0,0,26K,,July
201508,31,1458,North Carolina,Hurricane,PARK,36.2893,-82.1635,36.2081,-82.0198,,154.1,0,0,1.1M,,August
202304,7,1815,Louisiana,Tornado,WESTERN,32.1344,-89.3696,32.0794,-89.3389,EF3,0.0,0,0,9.4M,,April
202408,21,0005,Nebraska,Flash Flood,CREEK,40.2135,-102.2094,40.5283,-102.1648,,3.1,0,0,875K,Heavy Rain,August
202306,27,1310,Missouri,Flash Flood,HIGHLAND,38.8176,-94.2992,38.7739,-93.9139,,2.4,0,0,50K,Ice Jam,June
201205,14,1033,Illinois,Flash Flood,CENTRAL,41.7706,-89.2255,41.6159,-89.4843,,3.5,0,0,81K,Heavy Rain,May
202006,24,1758,South Carolina,Tornado,SOUTHERN,33.9456,-82.8517,34.1282,-82.6952,EF1,0.0,0,0,35K,,June
201406,5,1948,Tennessee,Thunderstorm Wind,PLAINS,36.0596,-88.0542,36.1833,-88.0704,,68.8,0,0,4K,,June
201705,1,1150,Oklahoma,Thunderstorm Wind,COASTAL,35.4358,-99.7719,35.4917,-99.9618,,62.0,0,0,3K,,May
201906,5,1206,Alabama,Thunderstorm Wind,RIVER,31.9858,-88.0319,32.3576,-88.1459,,50.0,0,0,15K,,June
201207,9,1712,Kansas,Tornado,COASTAL,38.5477,-99.7869,38.661,-99.8596,EF2,0.0,0,0,1.2M,,July
201606,10,2220,Georgia,Thunderstorm Wind,GROVE,33.278,-85.5064,33.0779,-85.3732,,68.0,0,0,19K,,June
202208,20,1351,New York,Hurricane,COASTAL,44.8197,-73.9226,45.0778,-73.8067,,111.2,0,0,2.1M,,August
201910,18,1441,Florida,Hurricane,METRO,30.1985,-81.5418,30.137,-81.8002,,140.6,1,1,2.0M,,October
202311,24,1610,Idaho,Winter Storm,DOWNTOWN,45.5832,-112.5023,45.2267,-112.4422,,20.5,0,0,31K,,November
201810,27,1507,Minnesota,Thunderstorm Wind,SOUTHERN,49.0617,-89.8463,48.9472,-89.841,,69.5,0,0,5K,,October
201304,27,1529,Missouri,Tornado,CENTRAL,39.9698,-89.8867,40.0915,-89.7535,EF2,0.0,0,0,1.3M,,April
202111,21,1935,Minnesota,Thunderstorm Wind,MOUNTAIN,48.2835,-91.8008,48.3272,-91.7427,,66.4,0,0,28K,,November
201004,21,1921,Georgia,Tornado,GROVE,31.8928,-83.1154,31.8328,-83.2904,EF1,0.0,0,0,30K,,April
201506,7,0110,North Carolina,Hurricane,GROVE,34.017,-77.3148,33.7568,-77.1332,,102.9,0,0,3.7M,,June
201508,25,0840,Mississippi,Flash Flood,METRO,33.7658,-88.4903,33.6218,-88.4328,,2.2,0,0,20K,Heavy Rain,August
201609,21,2052,Illinois,Hail,WESTERN,39.0285,-91.1617,39.2369,-91.0903,,1.1,1,0,9K,,September
201608,15,0727,Texas,Hurricane,COASTAL,35.2706,-93.5501,35.2767,-93.6888,,108.9,0,0,3.0M,,August
201103,30,1503,Nebraska,Thunderstorm Wind,DOWNTOWN,42.67,-96.8619,42.49,-96.8341,,37.0,0,0,57K,,March
202007,1,0510,Texas,Hurricane,PLAINS,26.762,-102.3077,26.8224,-102.1642,,158.1,0,0,338K,,July
201010,22,0013,Texas,Hurricane,COASTAL,33.0131,-99.8993,33.2817,-99.8852,,152.1,0,0,8.9M,,October
202103,16,1311,Tennessee,Tornado,RIDGE,35.1564,-82.5441,35.3395,-82.4767,EF0,0.0,0,0,2K,,March
201808,7,2019,Arkansas,Tornado,CREEK,34.8024,-90.4082,34.7204,-90.472,EF4,0.0,0,0,28.4M,,August
201903,30,1445,West Virginia,Hail,MOUNTAIN,39.2513,-81.4449,39.2262,-81.7403,,0.31,0,0,6K,,March
201605,11,1013,Mississippi,Tornado,HIGHLAND,30.2457,-89.4348,30.4398,-89.3415,EF4,0.0,0,0,84.8M,,May
202405,5,2014,Mississippi,Tornado,SOUTHERN,32.7241,-88.4954,32.8774,-88.5101,EF2,0.0,4,13,794K,,May
201204,11,2141,South Dakota,Thunderstorm Wind,NORTHERN,42.9781,-101.9575,42.6917,-101.7135,,67.0,0,0,97K,,April
201407,16,1816,Iowa,Thunderstorm Wind,LAKE,41.8346,-96.5287,41.7739,-96.4229,,48.7,0,0,15K,,July
201109,23,2148,Colorado,Flash Flood,PARK,39.838,-105.6942,39.7675,-105.4416,,2.2,0,0,75K,Heavy Rain,September
201108,20,1520,Nebraska,Thunderstorm Wind,PLAINS,42.5078,-99.4521,42.6053,-99.6321,,106.9,0,0,29K,,August
202104,26,1759,Connecticut,Hail,RIVER,41.6752,-72.2544,41.711,-72.2434,,1.36,0,0,60K,,April
202306,3,0647,Wisconsin,Flash Flood,LAKE,42.9775,-90.7729,42.767,-90.8989,,2.8,0,0,383K,Dam / Levee Break,June
201803,8,0937,South Carolina,Tornado,CREEK,34.7913,-78.6312,34.8081,-78.5739,EF2,0.0,2,10,889K,,March
201704,8,2335,Texas,Flash Flood,CENTRAL,31.9634,-94.4167,32.2693,-94.5214,,4.0,0,0,429K,Heavy Rain,April
201405,15,1445,Missouri,Thunderstorm Wind,RIDGE,38.6764,-93.1346,38.8131,-93.1079,,74.6,0,0,58K,,May
201908,26,1922,Illinois,Hail,PLAINS,38.2478,-88.155,38.0461,-88.0057,,1.22,0,0,13K,,August
201310,24,1618,North Dakota,Flash Flood,CREEK,47.4828,-101.9511,47.4313,-101.949,,3.2,0,0,80K,Heavy Rain,October
202104,12,0936,Missouri,Tornado,COASTAL,38.6241,-91.8732,38.4564,-91.8814,EF1,0.0,0,0,171K,,April
202007,26,1532,Minnesota,Hail,METRO,46.3101,-91.3279,46.7153,-91.3668,,1.66,0,0,17K,,July
201908,17,1202,Nebraska,Thunderstorm Wind,SOUTHERN,42.797,-100.8598,42.6068,-101.0316,,88.1,0,0,10K,,August
202310,17,0448,Texas,Flash Flood,DOWNTOWN,28.3172,-104.0801,28.2353,-103.9964,,3.2,0,0,95K,Heavy Rain,October
201905,16,1647,Ohio,Thunderstorm Wind,PARK,39.1966,-83.0073,39.3089,-83.143,,97.5,0,0,28K,,May
201109,6,0249,Texas,Flash Flood,WESTERN,29.3416,-96.3508,29.3988,-96.3753,,2.8,0,0,43K,Planned Dam Release,September
202006,8,2052,North Dakota,Flash Flood,LAKE,46.2755,-96.6682,45.8789,-96.716,,3.2,0,0,58K,Heavy Rain,June
201701,26,1342,Nebraska,Flash Flood,MOUNTAIN,42.1556,-100.6872,42.1929,-100.671,,1.9,0,0,67K,Dam / Levee Break,January
201104,30,1743,Oklahoma,Hail,COASTAL,34.8022,-100.8934,34.9009,-100.4296,,0.86,0,0,48K,,April
202006,13,1024,South Carolina,Hurricane,PARK,34.5234,-78.7144,34.3645,-78.6436,,83.3,1,1,22.0M,,June
202408,25,1955,Mississippi,Hurricane,WESTERN,33.893,-90.2957,34.0151,-90.4051,,69.3,0,2,6.1M,,August
201909,13,0425,California,Wildfire,COASTAL,34.0592,-115.2549,34.0973,-115.053,,6575.0,0,0,2.8M,,September
202312,20,1038,Colorado,Thunderstorm Wind,GROVE,39.8565,-104.8425,39.7381,-104.8884,,75.6,0,0,2K,,December
201108,6,2151,Kansas,Hail,BASIN,39.3103,-99.6372,39.2189,-99.7061,,0.39,0,0,45K,,August
201209,14,1821,Minnesota,Flash Flood,COASTAL,48.4779,-91.0243,48.3616,-91.0488,,3.9,0,0,61K,Heavy Rain / Burn Area,September
201705,24,1402,Kansas,Tornado,COASTAL,39.7525,-96.7579,39.7862,-96.8245,EF3,0.0,0,0,7.9M,,May
201310,3,1249,South Carolina,Hurricane,HIGHLAND,33.5671,-82.9848,33.4767,-83.147,,120.3,0,0,1.8M,,October
201508,23,1915,Pennsylvania,Tornado,COASTAL,41.2843,-79.4625,41.2991,-79.4234,EF3,0.0,0,0,3.2M,,August
202207,11,0439,Florida,Hurricane,CENTRAL,30.3106,-87.0953,30.3684,-86.9302,,71.1,0,0,4.8M,,July
201304,27,0113,Colorado,Tornado,BASIN,38.9449,-103.6501,39.0556,-103.5582,EF1,0.0,0,0,4K,,April
202108,4,1557,Illinois,Thunderstorm Wind,PLAINS,39.8691,-89.3226,39.7517,-89.5264,,46.4,0,0,4K,,August
201512,5,1655,North Carolina,Hail,EASTERN,33.9339,-76.3949,33.8256,-76.5929,,1.09,0,0,18K,,December
202309,7,0808,Virginia,Hurricane,CREEK,36.714,-80.801,36.6547,-80.7029,,143.2,0,5,3.4M,,September
201308,15,1126,Alabama,Thunderstorm Wind,NORTHERN,34.5658,-87.4708,34.5375,-87.4524,,86.5,0,0,65K,,August
202007,24,1624,Missouri,Hail,HIGHLAND,39.1533,-90.1774,39.2408,-90.3445,,0.87,0,0,49K,,July
202305,16,1335,North Dakota,Thunderstorm Wind,HILL,48.6908,-100.481,48.7073,-100.3837,,79.0,0,0,10K,,May
201708,4,0546,North Carolina,Hurricane,COASTAL,36.0802,-78.1521,36.4795,-78.0177,,70.2,1,5,2.8M,,August
202106,22,1823,Minnesota,Thunderstorm Wind,DOWNTOWN,43.646,-93.3515,43.7817,-93.2389,,67.3,0,0,14K,,June
201611,22,1032,Texas,Thunderstorm Wind,PLAINS,32.8386,-99.653,32.7962,-99.3696,,63.1,0,0,13K,,November
201110,31,1751,Texas,Flash Flood,DOWNTOWN,26.5054,-102.8979,26.714,-102.7906,,6.6,0,0,240K,Planned Dam Release,October
201105,3,1724,Arkansas,Flash Flood,RIDGE,35.6831,-93.5164,35.5066,-93.5104,,2.7,0,0,65K,Dam / Levee Break,May
202401,21,1821,Kentucky,Winter Storm,COASTAL,37.3947,-87.0179,37.4668,-86.974,,13.1,0,0,21K,,January
201706,1,2058,Texas,Thunderstorm Wind,CREEK,35.4001,-101.8254,35.5385,-101.6536,,90.4,0,0,3K,,June
202406,2,2213,Mississippi,Tornado,METRO,33.5301,-89.5148,33.4173,-89.4252,EF1,0.0,0,0,24K,,June
201008,13,2130,Texas,Hurricane,BASIN,31.6889,-103.2698,31.776,-103.4029,,116.4,0,0,8.6M,,August
202306,26,1333,Missouri,Thunderstorm Wind,WESTERN,40.0581,-90.6221,39.908,-90.4091,,46.1,0,0,107K,,June
202307,2,0035,Virginia,Flash Flood,SOUTHERN,39.3921,-75.5668,39.4213,-75.3955,,2.1,0,0,204K,Heavy Rain,July
201207,29,1830,Mississippi,Tornado,RIVER,31.9893,-88.5666,32.0763,-88.5794,EF0,0.0,0,0,5K,,July
201805,13,1125,Kansas,Hail,WESTERN,38.527,-99.5865,38.8449,-99.6249,,0.61,0,0,39K,,May
201408,9,1541,Louisiana,Hurricane,WESTERN,30.2871,-93.3455,30.3124,-93.5141,,77.9,0,5,3.4M,,August
202208,21,1101,Oklahoma,Thunderstorm Wind,EASTERN,35.8309,-100.935,35.9233,-100.9609,,74.9,0,1,7K,,August
202303,4,0211,Michigan,Winter Storm,GROVE,48.2075,-87.6232,48.4105,-87.6756,,4.2,0,0,158K,,March
201710,26,1441,Georgia,Thunderstorm Wind,RIVER,34.3915,-82.861,34.3401,-82.9003,,67.7,0,0,6K,,October
201110,10,0258,Alabama,Hurricane,PARK,34.3858,-86.2099,34.5503,-86.0632,,112.2,0,0,20.8M,,October
202009,24,0939,North Carolina,Hurricane,HIGHLAND,35.8107,-75.8973,35.9123,-75.9577,,67.7,0,0,15.0M,,September
201009,13,2020,Kansas,Tornado,METRO,39.9418,-97.045,40.0047,-96.8649,EF3,0.0,0,0,3.7M,,September
202311,3,0834,New Jersey,Winter Storm,CENTRAL,38.9958,-75.2979,39.1262,-75.2622,,9.1,0,0,54K,,November
202205,31,1520,Kentucky,Hail,LAKE,38.2488,-86.6833,38.387,-86.483,,0.99,0,0,7K,,May
202310,19,0933,Texas,Hurricane,VALLEY,30.1898,-100.462,30.3032,-100.4198,,66.0,1,0,4.8M,,October
201408,22,1747,Illinois,Flash Flood,LAKE,41.7186,-91.3105,41.9546,-91.2232,,2.4,0,0,12K,Heavy Rain,August
202008,7,1842,New Jersey,Hail,WESTERN,39.1497,-74.9143,39.0618,-74.7173,,0.7,0,0,42K,,August
201205,28,0255,Colorado,Flash Flood,PLAINS,40.3677,-103.345,40.3166,-103.4369,,1.6,0,0,22K,Heavy Rain,May
201711,5,2106,Georgia,Hurricane,HIGHLAND,32.1447,-83.1117,32.4612,-83.0714,,94.7,0,0,10.5M,,November
201610,19,1657,Louisiana,Flash Flood,CREEK,30.9472,-89.866,30.9147,-89.9466,,4.4,0,1,313K,Heavy Rain,October
201201,12,0546,Connecticut,Winter Storm,BASIN,41.2455,-72.8682,41.2941,-72.7352,,5.1,0,0,322K,,January
202210,15,1028,North Carolina,Hurricane,BASIN,36.5265,-82.8489,36.5854,-82.7328,,89.0,0,0,916K,,October
202212,9,0458,New Mexico,Wildfire,COASTAL,34.6776,-108.2979,34.7589,-108.2854,,5714.0,0,0,467K,,December
201807,12,1654,Michigan,Tornado,CREEK,42.7736,-90.3896,42.8036,-90.4442,EF2,0.0,0,0,1.2M,,July
202106,4,2135,Kansas,Tornado,HIGHLAND,37.6727,-101.2521,37.7416,-101.163,EF1,0.0,0,0,67K,,June
201610,8,1513,Texas,Hurricane,CENTRAL,34.9089,-99.7839,34.7949,-99.9363,,91.7,0,0,2.1M,,October
202006,10,1201,North Carolina,Flash Flood,LAKE,34.8024,-83.0668,34.8128,-83.0486,,2.1,0,0,176K,Planned Dam Release,June
202306,21,1927,Texas,Tornado,LAKE,34.5161,-99.6727,34.5922,-99.5492,EF1,0.0,0,0,24K,,June
201205,12,1651,South Dakota,Thunderstorm Wind,PARK,44.0892,-101.625,43.9049,-101.5274,,60.6,0,0,4K,,May
201210,31,1955,Florida,Flash Flood,COASTAL,26.3015,-82.7959,26.1913,-82.6518,,3.2,0,0,167K,Heavy Rain,October
202307,1,2245,Kansas,Flash Flood,HILL,38.2676,-96.1215,38.2362,-95.8852,,3.5,0,0,71K,Ice Jam,July
201810,10,1646,Virginia,Flash Flood,EASTERN,38.8909,-79.5591,38.8553,-79.3517,,3.3,1,4,235K,Heavy Rain,October
201407,6,1117,Missouri,Flash Flood,WESTERN,37.9379,-95.6467,37.9093,-95.4795,,3.0,0,0,49K,Heavy Rain,July
202408,21,1308,Georgia,Hurricane,PARK,32.1429,-85.432,32.2535,-85.4809,,74.7,0,0,1.2M,,August
202406,21,0255,Ohio,Thunderstorm Wind,RIDGE,40.166,-82.595,40.268,-82.5627,,83.7,0,0,28K,,June
201206,8,1853,Mississippi,Hail,DOWNTOWN,32.9813,-88.3384,33.0115,-88.4144,,0.6,0,0,6K,,June
202106,15,1955,Indiana,Flash Flood,WESTERN,40.4421,-85.727,40.6147,-85.5858,,4.3,0,0,30K,Heavy Rain / Burn Area,June
202207,7,1947,Massachusetts,Thunderstorm Wind,MOUNTAIN,41.298,-70.6989,41.229,-70.8656,,49.4,0,0,54K,,July
201203,10,2324,West Virginia,Winter Storm,WESTERN,38.1994,-79.4523,38.3653,-79.3393,,5.4,0,0,2K,,March
201006,19,1956,Kansas,Thunderstorm Wind,PLAINS,38.4801,-99.0837,38.5293,-99.3952,,61.0,0,0,15K,,June
202009,1,1316,North Carolina,Hurricane,PARK,34.3765,-83.6967,34.4111,-83.6786,,120.9,0,0,4.6M,,September
201006,17,1804,Minnesota,Thunderstorm Wind,DOWNTOWN,44.0399,-91.9467,44.163,-91.9829,,60.0,0,0,7K,,June
